"","name","longitude","latitude","prov","date","key"
"1017","Argia pulla Hagen, 1865",-103.222983,18.746867,"gbif",2005-11-12,"2629316843"
"1018","Argia pulla Hagen, 1865",-96.2086,15.7794,"gbif",2005-11-06,"4169092365"
"1019","Argia pulla Hagen, 1865",-96.23444,15.7725,"gbif",2005-11-04,"1421489827"
"1020","Argia pulla Hagen, 1865",-96.22306,15.83778,"gbif",2005-11-04,"1421486661"
"1021","Argia pulla Hagen, 1865",-96.23467,15.77269,"gbif",2005-11-04,"4169118485"
"1022","Argia pulla Hagen, 1865",-96.23444,15.7725,"gbif",2005-11-04,"1421489840"
"1023","Argia pulla Hagen, 1865",-96.23444,15.7725,"gbif",2005-11-04,"1421489846"
"1024","Argia pulla Hagen, 1865",-96.17583,15.81611,"gbif",2005-11-05,"1421483954"
"1025","Argia pulla Hagen, 1865",-96.17583,15.81611,"gbif",2005-11-07,"1421483964"
"1026","Argia pulla Hagen, 1865",-96.2344,15.7725,"gbif",2005-11-04,"4168909169"
"1027","Argia pulla Hagen, 1865",-96.17583,15.81611,"gbif",2005-11-05,"1421483952"
"1028","Argia pulla Hagen, 1865",-96.2086,15.7794,"gbif",2005-11-06,"4168917385"
"1029","Argia pulla Hagen, 1865",-102.794783,18.72505,"gbif",2005-11-13,"2629321591"
"1030","Argia pulla Hagen, 1865",-96.23444,15.7725,"gbif",2005-11-04,"1421489851"
"1031","Argia pulla Hagen, 1865",-96.17589,15.81628,"gbif",2005-11-07,"4168898599"
"1032","Argia pulla Hagen, 1865",-96.23444,15.7725,"gbif",2005-11-04,"1421489895"
"1033","Argia pulla Hagen, 1865",-96.2344,15.7725,"gbif",2005-11-04,"4169132094"
"1034","Argia pulla Hagen, 1865",-103.676683,18.673383,"gbif",2005-11-09,"2629315158"
"1035","Argia pulla Hagen, 1865",-96.17589,15.81628,"gbif",2005-11-05,"4169055452"
"1036","Argia pulla Hagen, 1865",-96.20861,15.77944,"gbif",2005-11-06,"1421487086"
"1037","Argia pulla Hagen, 1865",-96.22306,15.83778,"gbif",2005-11-04,"1421486676"
"1038","Argia pulla Hagen, 1865",-96.20864,15.77947,"gbif",2005-11-06,"4168896492"
"1039","Argia pulla Hagen, 1865",-96.20864,15.77947,"gbif",2005-11-06,"4169118494"
"1040","Argia pulla Hagen, 1865",-96.1758,15.8161,"gbif",2005-11-07,"4169132095"
